"plot_group","sp_rich","sp_rich_raref","bchave_mean_95_0-0.05","bchave_mean_95_0.05-0.1","bchave_mean_95_0.1-0.15","bchave_mean_95_0.15-0.2","bchave_mean_95_0.2-0.25","bchave_mean_95_0.25-0.3","bchave_mean_95_0.3-0.35","bchave_mean_95_0.35-0.4","bchave_mean_95_0.4-0.45","bchave_mean_95_0.45-0.5","bchave_mean_95_0.5-0.55","bchave_mean_95_0.55-0.6","bchave_mean_95_0.6-0.65","bchave_mean_95_0.65-0.7","bchave_mean_95_0.7-0.75","bchave_mean_95_0.75-0.8","bchave_mean_95_0.8-0.85","bchave_mean_95_0.85-0.9","bchave_mean_95_0.9-0.95","bchave_mean_95_0.95-1"
"VAS-028",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0480017901836404,NA,NA,NA,NA,NA,0.131522851324042,NA,NA
"VAS-029",3,2,NA,NA,NA,NA,0.033039787402098,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0568025673916601,0.0656886591033596,NA,0.723032985677295,1.08033845894081,NA
"VAS-030",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAS-032",3,2,NA,NA,NA,NA,0.0296907976800618,NA,0.034431568025901,NA,0.0432845736667096,NA,NA,0.0442369110669267,NA,0.092227076937906,NA,0.114285865656812,NA,0.124714970333199,NA,NA
"VAS-033",5,5.947,NA,0.047253651161739,0.0519464895144133,0.0611692402327958,0.0621231194886908,0.114065356255923,NA,NA,0.252757098620112,NA,NA,0.525349275472369,0.535656803497706,0.554624727966212,0.653354246497623,0.662074166483631,0.734888362173707,0.796329202231288,0.812136789090772,NA
"VAS-034",2,1,NA,NA,0.403104052888213,NA,0.461877226484919,NA,0.537790183264771,NA,0.546173458494433,NA,NA,0.652705785105317,NA,0.801589180855536,NA,0.860653029069622,NA,1.0160234365967,NA,NA
"VAS-035",2,2.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VAS-036",3,3,NA,0.0448223483108967,NA,0.0481386631082625,NA,0.0708716823123829,NA,0.237754127246954,NA,0.371960999462538,0.51293297727946,NA,0.648725151441682,NA,0.666595171901636,NA,1.16304855834183,NA,1.54243948838381,NA
"VAS-037",3,2,NA,0.0305940519961869,NA,NA,NA,NA,NA,NA,NA,NA,0.0481432311561351,NA,NA,NA,NA,NA,0.0522759262500483,NA,0.0544186773887684,NA
"VAS-038",2,2,NA,NA,0.0296655817076077,NA,NA,0.032072757694753,NA,NA,NA,NA,NA,NA,NA,NA,0.0344023257845759,NA,NA,0.0461395819764974,NA,NA
"VAS-039",3,3,NA,0.0298456308878437,0.03596285022301,NA,0.0410133200404143,0.0436737344923917,NA,0.131818946730377,0.135511087562067,NA,NA,0.50054582021547,0.932768171997263,NA,0.967567185352234,1.00909875049726,NA,1.13334698267585,1.64301151875944,NA
"VAS-040",2,2,NA,NA,0.0384357367007557,NA,NA,NA,NA,0.0436755429748427,NA,NA,NA,NA,0.0629742735012804,NA,0.417005178426112,NA,NA,0.606460108706428,NA,NA
"VAS-041",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
